Zona,Escolaridade,Gênero,Faixa etária,Eleitorado,Com biometria,Com biometria (%),Com nome social,Com deficiência,Data de carga
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,19 anos,79,27,"0,3418",0,2,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,20 anos,98,37,"0,3776",0,1,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,21 a 24 anos,732,657,"0,8975",3,3,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,25 a 29 anos,859,813,"0,9464",0,8,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,30 a 34 anos,705,669,"0,9489",0,13,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,35 a 39 anos,866,822,"0,9492",0,5,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,40 a 44 anos,1124,1085,"0,9653",0,12,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,45 a 49 anos,1095,1050,"0,9589",0,7,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,50 a 54 anos,1108,1055,"0,9522",0,12,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,55 a 59 anos,898,870,"0,9688",0,8,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,60 a 64 anos,683,660,"0,9663",0,16,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,65 a 69 anos,431,423,"0,9814",0,17,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,70 a 74 anos,331,328,"0,9909",0,13,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,75 a 79 anos,121,120,"0,9917",0,6,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,80 a 84 anos,58,58,1,0,3,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,85 a 89 anos,23,23,1,0,1,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,90 a 94 anos,4,4,1,0,0,2022-07-11 22:32:34
12,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,95 a 99 anos,3,3,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,16 anos,6,0,0,1,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,17 anos,33,0,0,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,18 anos,311,2,"0,0064",2,1,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,19 anos,403,8,"0,0199",3,2,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,20 anos,412,82,"0,199",1,1,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,21 a 24 anos,1672,1389,"0,8307",5,4,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,25 a 29 anos,2541,2474,"0,9736",0,4,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,30 a 34 anos,2486,2431,"0,9779",3,3,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,35 a 39 anos,3082,3024,"0,9812",2,8,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,40 a 44 anos,3063,3012,"0,9833",1,8,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,45 a 49 anos,2372,2318,"0,9772",0,8,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,50 a 54 anos,1974,1935,"0,9802",0,11,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,55 a 59 anos,1903,1863,"0,979",0,10,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,60 a 64 anos,1547,1518,"0,9813",0,12,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,65 a 69 anos,1180,1167,"0,989",0,34,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,70 a 74 anos,642,638,"0,9938",0,29,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,75 a 79 anos,259,251,"0,9691",0,10,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,80 a 84 anos,92,90,"0,9783",0,5,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,85 a 89 anos,47,47,1,0,2,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,90 a 94 anos,12,11,"0,9167",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,95 a 99 anos,1,1,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,FEMININO,Inválido,1,1,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,16 anos,3,0,0,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,17 anos,25,0,0,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,18 anos,198,0,0,1,4,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,19 anos,286,10,"0,035",2,2,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,20 anos,288,74,"0,2569",1,2,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,21 a 24 anos,1291,1069,"0,828",4,3,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,25 a 29 anos,2125,2062,"0,9704",1,6,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,30 a 34 anos,2100,2042,"0,9724",2,7,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,35 a 39 anos,2514,2447,"0,9733",0,9,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,40 a 44 anos,2447,2367,"0,9673",0,14,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,45 a 49 anos,1900,1842,"0,9695",0,8,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,50 a 54 anos,1546,1506,"0,9741",0,7,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,55 a 59 anos,1379,1346,"0,9761",0,10,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,60 a 64 anos,1234,1209,"0,9797",0,13,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,65 a 69 anos,893,879,"0,9843",0,21,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,70 a 74 anos,520,517,"0,9942",0,17,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,75 a 79 anos,207,198,"0,9565",0,4,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,80 a 84 anos,76,74,"0,9737",0,7,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,85 a 89 anos,22,22,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,90 a 94 anos,6,6,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,95 a 99 anos,1,1,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO COMPLETO,MASCULINO,Inválido,1,1,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,16 anos,251,0,0,2,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,17 anos,418,0,0,4,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,18 anos,388,16,"0,0412",4,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,19 anos,339,70,"0,2065",3,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,20 anos,380,201,"0,5289",0,6,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,21 a 24 anos,1909,1729,"0,9057",4,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,25 a 29 anos,1169,1145,"0,9795",1,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,30 a 34 anos,719,697,"0,9694",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,35 a 39 anos,809,792,"0,979",0,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,40 a 44 anos,762,745,"0,9777",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,45 a 49 anos,545,531,"0,9743",0,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,50 a 54 anos,460,450,"0,9783",0,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,55 a 59 anos,391,383,"0,9795",0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,60 a 64 anos,297,295,"0,9933",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,65 a 69 anos,190,186,"0,9789",0,5,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,70 a 74 anos,90,90,1,0,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,75 a 79 anos,33,33,1,0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,80 a 84 anos,18,18,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,85 a 89 anos,3,2,"0,6667",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,90 a 94 anos,4,4,1,0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,FEMININO,95 a 99 anos,2,2,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,16 anos,166,0,0,0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,17 anos,299,0,0,2,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,18 anos,377,9,"0,0239",1,4,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,19 anos,355,58,"0,1634",1,8,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,20 anos,371,177,"0,4771",1,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,21 a 24 anos,1947,1785,"0,9168",2,5,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,25 a 29 anos,1229,1185,"0,9642",1,8,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,30 a 34 anos,738,713,"0,9661",1,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,35 a 39 anos,750,719,"0,9587",0,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,40 a 44 anos,658,630,"0,9574",1,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,45 a 49 anos,471,446,"0,9469",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,50 a 54 anos,370,350,"0,9459",0,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,55 a 59 anos,286,272,"0,951",0,5,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,60 a 64 anos,228,216,"0,9474",0,1,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,65 a 69 anos,169,165,"0,9763",0,5,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,70 a 74 anos,90,87,"0,9667",0,2,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,75 a 79 anos,33,32,"0,9697",0,3,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,80 a 84 anos,11,11,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,85 a 89 anos,1,1,1,0,0,2022-07-11 22:32:34
12,ENSINO MÉDIO INCOMPLETO,MASCULINO,90 a 94 anos,1,1,1,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,16 anos,1,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,17 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,18 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,19 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,21 a 24 anos,6,3,"0,5",0,1,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,25 a 29 anos,20,18,"0,9",0,1,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,30 a 34 anos,21,21,1,0,1,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,35 a 39 anos,46,46,1,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,40 a 44 anos,114,107,"0,9386",0,3,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,45 a 49 anos,135,133,"0,9852",0,4,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,50 a 54 anos,223,218,"0,9776",0,2,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,55 a 59 anos,324,318,"0,9815",0,4,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,60 a 64 anos,356,352,"0,9888",0,4,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,65 a 69 anos,352,350,"0,9943",0,10,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,70 a 74 anos,310,308,"0,9935",0,12,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,75 a 79 anos,149,148,"0,9933",0,8,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,80 a 84 anos,76,74,"0,9737",0,5,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,85 a 89 anos,36,35,"0,9722",0,3,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,90 a 94 anos,7,6,"0,8571",0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,FEMININO,95 a 99 anos,1,1,1,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,16 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,17 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,18 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,19 anos,4,1,"0,25",0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,20 anos,2,0,0,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,21 a 24 anos,25,18,"0,72",1,2,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,25 a 29 anos,33,27,"0,8182",0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,30 a 34 anos,35,31,"0,8857",1,4,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,35 a 39 anos,61,55,"0,9016",0,4,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,40 a 44 anos,101,96,"0,9505",0,2,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,45 a 49 anos,151,135,"0,894",0,2,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,50 a 54 anos,211,202,"0,9573",0,4,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,55 a 59 anos,247,238,"0,9636",0,3,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,60 a 64 anos,254,245,"0,9646",0,5,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,65 a 69 anos,213,205,"0,9624",0,14,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,70 a 74 anos,192,191,"0,9948",0,3,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,75 a 79 anos,64,62,"0,9688",0,2,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,80 a 84 anos,29,28,"0,9655",0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,85 a 89 anos,15,15,1,0,0,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,90 a 94 anos,4,4,1,0,1,2022-07-11 22:32:34
12,LÊ E ESCREVE,MASCULINO,95 a 99 anos,1,1,1,0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,20 anos,2,2,1,0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,21 a 24 anos,28,23,"0,8214",0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,25 a 29 anos,532,510,"0,9586",0,3,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,30 a 34 anos,1538,1498,"0,974",0,3,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,35 a 39 anos,2189,2137,"0,9762",0,2,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,40 a 44 anos,2268,2212,"0,9753",1,8,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,45 a 49 anos,1526,1494,"0,979",0,6,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,50 a 54 anos,1236,1221,"0,9879",0,6,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,55 a 59 anos,1180,1172,"0,9932",0,9,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,60 a 64 anos,913,900,"0,9858",1,10,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,65 a 69 anos,705,698,"0,9901",0,12,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,70 a 74 anos,467,465,"0,9957",0,14,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,75 a 79 anos,188,184,"0,9787",0,5,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,80 a 84 anos,65,65,1,0,1,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,85 a 89 anos,19,19,1,0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,FEMININO,90 a 94 anos,5,4,"0,8",0,2,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,17 anos,1,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,20 anos,1,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,21 a 24 anos,19,11,"0,5789",0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,25 a 29 anos,261,245,"0,9387",1,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,30 a 34 anos,935,905,"0,9679",0,3,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,35 a 39 anos,1368,1322,"0,9664",0,3,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,40 a 44 anos,1312,1266,"0,9649",1,5,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,45 a 49 anos,1032,1001,"0,97",0,2,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,50 a 54 anos,736,718,"0,9755",0,9,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,55 a 59 anos,759,743,"0,9789",0,5,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,60 a 64 anos,631,617,"0,9778",1,1,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,65 a 69 anos,509,503,"0,9882",0,14,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,70 a 74 anos,364,360,"0,989",0,20,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,75 a 79 anos,175,173,"0,9886",0,2,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,80 a 84 anos,51,49,"0,9608",0,1,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,85 a 89 anos,32,31,"0,9688",0,1,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,90 a 94 anos,4,4,1,0,0,2022-07-11 22:32:34
12,SUPERIOR COMPLETO,MASCULINO,95 a 99 anos,2,2,1,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,16 anos,2,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,17 anos,1,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,18 anos,38,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,19 anos,68,4,"0,0588",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,20 anos,94,19,"0,2021",0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,21 a 24 anos,522,450,"0,8621",1,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,25 a 29 anos,1317,1293,"0,9818",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,30 a 34 anos,822,801,"0,9745",0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,35 a 39 anos,730,709,"0,9712",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,40 a 44 anos,616,602,"0,9773",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,45 a 49 anos,335,325,"0,9701",0,4,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,50 a 54 anos,256,246,"0,9609",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,55 a 59 anos,211,208,"0,9858",0,3,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,60 a 64 anos,184,183,"0,9946",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,65 a 69 anos,113,111,"0,9823",0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,70 a 74 anos,69,69,1,0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,75 a 79 anos,16,14,"0,875",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,FEMININO,80 a 84 anos,7,7,1,0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,16 anos,1,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,17 anos,1,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,18 anos,17,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,19 anos,49,0,0,0,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,20 anos,84,17,"0,2024",0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,21 a 24 anos,375,316,"0,8427",0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,25 a 29 anos,1000,981,"0,981",1,0,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,30 a 34 anos,714,685,"0,9594",0,4,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,35 a 39 anos,611,581,"0,9509",0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,40 a 44 anos,522,501,"0,9598",0,3,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,45 a 49 anos,309,293,"0,9482",0,3,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,50 a 54 anos,226,220,"0,9735",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,55 a 59 anos,180,175,"0,9722",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,60 a 64 anos,158,155,"0,981",0,3,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,65 a 69 anos,143,140,"0,979",0,3,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,70 a 74 anos,87,85,"0,977",0,2,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,75 a 79 anos,37,36,"0,973",0,3,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,80 a 84 anos,9,9,1,0,1,2022-07-11 22:32:34
12,SUPERIOR INCOMPLETO,MASCULINO,85 a 89 anos,4,4,1,0,1,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,19 anos,2,0,0,0,2,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,21 a 24 anos,1,0,0,0,1,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,25 a 29 anos,3,3,1,0,2,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,30 a 34 anos,1,1,1,0,0,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,35 a 39 anos,1,1,1,0,0,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,40 a 44 anos,9,7,"0,7778",0,0,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,45 a 49 anos,15,14,"0,9333",0,2,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,50 a 54 anos,18,17,"0,9444",0,1,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,55 a 59 anos,24,23,"0,9583",0,3,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,60 a 64 anos,39,38,"0,9744",0,3,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,65 a 69 anos,42,37,"0,881",0,3,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,70 a 74 anos,53,53,1,0,2,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,75 a 79 anos,29,29,1,0,1,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,80 a 84 anos,26,25,"0,9615",0,4,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,85 a 89 anos,11,10,"0,9091",0,0,2022-07-11 22:32:34
13,ANALFABETO,FEMININO,90 a 94 anos,3,3,1,0,0,2022-07-11 22:32:34
13,ANALFABETO,MASCULINO,19 anos,2,0,0,0,0,2022-07-11 22:32:34
13,ANALFABETO,MASCULINO,21 a 24 anos,7,6,"0,8571",0,5,2022-07-11 22:32:34
13,ANALFABETO,MASCULINO,25 a 29 anos,1,1,1,0,1,2022-07-11 22:32:34
13,ANALFABETO,MASCULINO,30 a 34 anos,6,4,"0,6667",0,4,2022-07-11 22:32:34
13,ANALFABETO,MASCULINO,35 a 39 anos,4,4,1,0,4,2022-07-11 22:32:34
13,ANALFABETO,MASCULINO,40 a 44 anos,8,5,"0,625",0,1,2022-07-11 22:32:34
