Zona,Escolaridade,Gênero,Faixa etária,Eleitorado,Com biometria,Com biometria (%),Com nome social,Com deficiência,Data de carga
2,LÊ E ESCREVE,MASCULINO,60 a 64 anos,135,131,"0,9704",0,2,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,65 a 69 anos,140,136,"0,9714",0,9,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,70 a 74 anos,96,96,1,0,3,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,75 a 79 anos,40,40,1,0,0,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,80 a 84 anos,35,34,"0,9714",0,0,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,85 a 89 anos,14,12,"0,8571",0,1,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,90 a 94 anos,1,1,1,0,0,2022-07-11 22:32:34
2,LÊ E ESCREVE,MASCULINO,95 a 99 anos,2,2,1,0,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,19 anos,2,0,0,0,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,21 a 24 anos,22,18,"0,8182",1,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,25 a 29 anos,438,411,"0,9384",1,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,30 a 34 anos,1429,1385,"0,9692",1,6,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,35 a 39 anos,1965,1924,"0,9791",1,4,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,40 a 44 anos,2064,2025,"0,9811",0,3,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,45 a 49 anos,1509,1482,"0,9821",1,10,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,50 a 54 anos,1248,1234,"0,9888",0,5,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,55 a 59 anos,1250,1234,"0,9872",0,6,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,60 a 64 anos,1003,997,"0,994",0,11,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,65 a 69 anos,867,863,"0,9954",0,19,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,70 a 74 anos,652,649,"0,9954",0,11,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,75 a 79 anos,359,357,"0,9944",0,13,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,80 a 84 anos,171,167,"0,9766",0,6,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,85 a 89 anos,71,71,1,0,1,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,90 a 94 anos,22,21,"0,9545",0,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,FEMININO,95 a 99 anos,3,3,1,0,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,20 anos,2,0,0,0,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,21 a 24 anos,13,12,"0,9231",0,0,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,25 a 29 anos,270,253,"0,937",2,2,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,30 a 34 anos,968,911,"0,9411",1,1,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,35 a 39 anos,1309,1274,"0,9733",0,2,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,40 a 44 anos,1344,1320,"0,9821",0,4,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,45 a 49 anos,1053,1033,"0,981",0,3,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,50 a 54 anos,797,789,"0,99",0,1,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,55 a 59 anos,721,700,"0,9709",0,4,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,60 a 64 anos,630,620,"0,9841",0,4,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,65 a 69 anos,549,539,"0,9818",0,12,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,70 a 74 anos,434,432,"0,9954",0,14,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,75 a 79 anos,222,221,"0,9955",0,6,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,80 a 84 anos,102,97,"0,951",0,3,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,85 a 89 anos,43,43,1,0,1,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,90 a 94 anos,16,15,"0,9375",0,1,2022-07-11 22:32:34
2,SUPERIOR COMPLETO,MASCULINO,95 a 99 anos,4,4,1,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,17 anos,2,0,0,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,18 anos,15,0,0,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,19 anos,23,2,"0,087",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,20 anos,64,17,"0,2656",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,21 a 24 anos,406,383,"0,9433",1,2,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,25 a 29 anos,1139,1121,"0,9842",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,30 a 34 anos,629,612,"0,973",1,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,35 a 39 anos,512,501,"0,9785",2,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,40 a 44 anos,414,408,"0,9855",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,45 a 49 anos,277,270,"0,9747",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,50 a 54 anos,242,238,"0,9835",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,55 a 59 anos,160,159,"0,9938",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,60 a 64 anos,134,133,"0,9925",1,2,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,65 a 69 anos,102,102,1,0,3,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,70 a 74 anos,67,65,"0,9701",0,3,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,75 a 79 anos,20,19,"0,95",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,80 a 84 anos,7,7,1,0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,FEMININO,85 a 89 anos,6,6,1,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,17 anos,1,0,0,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,18 anos,12,0,0,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,19 anos,35,1,"0,0286",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,20 anos,40,9,"0,225",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,21 a 24 anos,275,251,"0,9127",0,2,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,25 a 29 anos,922,890,"0,9653",1,3,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,30 a 34 anos,571,548,"0,9597",0,2,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,35 a 39 anos,494,469,"0,9494",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,40 a 44 anos,346,336,"0,9711",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,45 a 49 anos,256,240,"0,9375",1,3,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,50 a 54 anos,159,153,"0,9623",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,55 a 59 anos,181,179,"0,989",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,60 a 64 anos,129,127,"0,9845",0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,65 a 69 anos,108,107,"0,9907",0,3,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,70 a 74 anos,60,58,"0,9667",0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,75 a 79 anos,23,23,1,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,80 a 84 anos,11,11,1,0,1,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,85 a 89 anos,3,3,1,0,0,2022-07-11 22:32:34
2,SUPERIOR INCOMPLETO,MASCULINO,90 a 94 anos,1,1,1,0,0,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,100 anos ou mais,1,1,1,0,0,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,18 anos,1,0,0,0,1,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,19 anos,1,0,0,0,0,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,21 a 24 anos,6,3,"0,5",0,3,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,25 a 29 anos,9,7,"0,7778",0,5,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,30 a 34 anos,10,8,"0,8",0,2,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,35 a 39 anos,13,11,"0,8462",0,5,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,40 a 44 anos,10,6,"0,6",0,3,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,45 a 49 anos,13,12,"0,9231",0,2,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,50 a 54 anos,26,18,"0,6923",0,5,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,55 a 59 anos,43,39,"0,907",0,5,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,60 a 64 anos,56,49,"0,875",0,5,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,65 a 69 anos,72,62,"0,8611",0,7,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,70 a 74 anos,69,68,"0,9855",0,3,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,75 a 79 anos,44,43,"0,9773",0,3,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,80 a 84 anos,24,23,"0,9583",0,2,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,85 a 89 anos,11,11,1,0,0,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,90 a 94 anos,8,6,"0,75",0,1,2022-07-11 22:32:34
3,ANALFABETO,FEMININO,95 a 99 anos,1,1,1,0,1,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,17 anos,1,0,0,0,0,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,19 anos,2,0,0,0,0,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,20 anos,1,0,0,0,1,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,21 a 24 anos,7,7,1,0,4,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,25 a 29 anos,16,9,"0,5625",0,9,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,30 a 34 anos,12,10,"0,8333",0,6,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,35 a 39 anos,10,7,"0,7",0,4,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,40 a 44 anos,26,20,"0,7692",0,9,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,45 a 49 anos,21,18,"0,8571",0,3,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,50 a 54 anos,32,29,"0,9063",0,4,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,55 a 59 anos,33,29,"0,8788",0,1,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,60 a 64 anos,31,29,"0,9355",0,1,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,65 a 69 anos,29,22,"0,7586",0,4,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,70 a 74 anos,28,28,1,0,5,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,75 a 79 anos,8,8,1,0,2,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,80 a 84 anos,7,7,1,0,0,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,85 a 89 anos,2,2,1,0,0,2022-07-11 22:32:34
3,ANALFABETO,MASCULINO,90 a 94 anos,1,1,1,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,16 anos,27,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,17 anos,24,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,18 anos,33,1,"0,0303",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,19 anos,18,3,"0,1667",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,20 anos,22,8,"0,3636",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,21 a 24 anos,125,108,"0,864",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,25 a 29 anos,134,129,"0,9627",1,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,30 a 34 anos,142,139,"0,9789",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,35 a 39 anos,195,193,"0,9897",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,40 a 44 anos,242,237,"0,9793",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,45 a 49 anos,302,297,"0,9834",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,50 a 54 anos,325,321,"0,9877",0,2,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,55 a 59 anos,397,397,1,0,2,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,60 a 64 anos,398,395,"0,9925",0,4,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,65 a 69 anos,333,330,"0,991",0,13,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,70 a 74 anos,256,256,1,0,13,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,75 a 79 anos,140,139,"0,9929",0,6,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,80 a 84 anos,58,56,"0,9655",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,85 a 89 anos,27,25,"0,9259",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,90 a 94 anos,10,8,"0,8",0,3,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,FEMININO,95 a 99 anos,4,4,1,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,16 anos,14,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,17 anos,30,0,0,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,18 anos,19,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,19 anos,31,5,"0,1613",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,20 anos,16,4,"0,25",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,21 a 24 anos,123,112,"0,9106",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,25 a 29 anos,162,153,"0,9444",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,30 a 34 anos,164,162,"0,9878",0,2,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,35 a 39 anos,223,217,"0,9731",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,40 a 44 anos,271,263,"0,9705",0,3,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,45 a 49 anos,366,360,"0,9836",0,5,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,50 a 54 anos,347,340,"0,9798",0,4,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,55 a 59 anos,428,419,"0,979",0,7,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,60 a 64 anos,400,392,"0,98",0,9,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,65 a 69 anos,319,314,"0,9843",0,17,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,70 a 74 anos,203,203,1,0,9,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,75 a 79 anos,76,74,"0,9737",0,4,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,80 a 84 anos,37,37,1,0,3,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,85 a 89 anos,9,9,1,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,90 a 94 anos,4,4,1,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL COMPLETO,MASCULINO,95 a 99 anos,1,1,1,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,100 anos ou mais,1,1,1,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,16 anos,27,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,17 anos,33,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,18 anos,36,0,0,0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,19 anos,46,19,"0,413",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,20 anos,63,31,"0,4921",0,0,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,21 a 24 anos,500,447,"0,894",0,3,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,25 a 29 anos,565,544,"0,9628",0,7,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,30 a 34 anos,489,478,"0,9775",0,4,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,35 a 39 anos,666,653,"0,9805",0,4,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,40 a 44 anos,982,968,"0,9857",0,9,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,45 a 49 anos,1080,1060,"0,9815",0,17,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,50 a 54 anos,1216,1199,"0,986",0,10,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,55 a 59 anos,1225,1210,"0,9878",0,18,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,60 a 64 anos,1156,1142,"0,9879",0,18,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,65 a 69 anos,907,900,"0,9923",0,51,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,70 a 74 anos,722,720,"0,9972",0,34,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,75 a 79 anos,432,431,"0,9977",0,26,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,80 a 84 anos,193,192,"0,9948",0,9,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,85 a 89 anos,87,86,"0,9885",0,4,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,90 a 94 anos,25,24,"0,96",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,FEMININO,95 a 99 anos,5,5,1,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,16 anos,30,0,0,0,2,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,17 anos,40,0,0,0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,18 anos,51,1,"0,0196",1,2,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,19 anos,66,22,"0,3333",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,20 anos,86,46,"0,5349",0,1,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,21 a 24 anos,638,582,"0,9122",0,5,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,25 a 29 anos,679,641,"0,944",0,11,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,30 a 34 anos,547,521,"0,9525",0,6,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,35 a 39 anos,756,726,"0,9603",0,9,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,40 a 44 anos,1011,977,"0,9664",0,9,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,45 a 49 anos,1093,1058,"0,968",0,14,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,50 a 54 anos,1074,1033,"0,9618",0,11,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,55 a 59 anos,1016,989,"0,9734",0,11,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,60 a 64 anos,869,843,"0,9701",0,16,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,65 a 69 anos,574,567,"0,9878",0,39,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,70 a 74 anos,456,456,1,0,23,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,75 a 79 anos,184,184,1,0,11,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,80 a 84 anos,102,99,"0,9706",0,6,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,85 a 89 anos,46,46,1,0,5,2022-07-11 22:32:34
3,ENSINO FUNDAMENTAL INCOMPLETO,MASCULINO,90 a 94 anos,7,7,1,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,100 anos ou mais,1,1,1,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,16 anos,3,0,0,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,17 anos,25,0,0,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,18 anos,221,0,0,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,19 anos,284,7,"0,0246",0,1,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,20 anos,346,94,"0,2717",1,1,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,21 a 24 anos,1489,1283,"0,8617",3,2,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,25 a 29 anos,2709,2665,"0,9838",2,5,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,30 a 34 anos,2664,2636,"0,9895",1,13,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,35 a 39 anos,3370,3331,"0,9884",0,10,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,40 a 44 anos,3607,3567,"0,9889",0,19,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,45 a 49 anos,2995,2967,"0,9907",0,13,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,50 a 54 anos,2631,2613,"0,9932",1,12,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,55 a 59 anos,2443,2427,"0,9935",0,19,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,60 a 64 anos,1895,1881,"0,9926",0,24,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,65 a 69 anos,1152,1147,"0,9957",0,31,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,70 a 74 anos,665,660,"0,9925",0,29,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,75 a 79 anos,205,203,"0,9902",0,9,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,80 a 84 anos,85,80,"0,9412",0,6,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,85 a 89 anos,33,32,"0,9697",0,1,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,90 a 94 anos,4,4,1,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,FEMININO,95 a 99 anos,2,2,1,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,16 anos,5,0,0,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,17 anos,22,0,0,0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,18 anos,183,0,0,1,1,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,19 anos,215,7,"0,0326",0,0,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,20 anos,224,49,"0,2188",0,2,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,21 a 24 anos,1091,906,"0,8304",0,1,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,25 a 29 anos,2254,2214,"0,9823",1,7,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,30 a 34 anos,2157,2132,"0,9884",0,6,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,35 a 39 anos,2770,2722,"0,9827",0,7,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,40 a 44 anos,2932,2882,"0,9829",0,12,2022-07-11 22:32:34
3,ENSINO MÉDIO COMPLETO,MASCULINO,45 a 49 anos,2374,2340,"0,9857",0,5,2022-07-11 22:32:34
